delta,distance,ratio_linear,ratio_sqrt,nearest_type
0.0022853498549862115,0.06407439819598845,28.037019389477695,1.3403190458208234,class_pair_01
0.0023926528549603945,0.011025031747405647,4.607869346591085,0.2253927812376963,transient_1
0.0011646449804077071,0.004817371268421409,4.136343134141181,0.14116054891769117,transient_2
0.0028820048888844045,0.005776643388252307,2.004383618685806,0.10760394685327576,class_pair_12
