vector_rank,a,eta,defect,ratio_sqrt,ratio_linear,rank,eig_cond,positivity_margin_phi1,trial,seed
2,0.1,0.13215364915266944,1.281822981445372e-31,3.5260500600042577e-31,9.699489871555164e-31,3,4.286442013592343,0.036269469421518874,6,20260605
2,0.03,0.04223851765333107,2.888543774039835e-32,1.4054798356825435e-31,6.838648547629689e-31,3,4.217020280509506,0.036269469421518874,6,20260605
2,0.01,0.014327258013063551,1.972152254624371e-31,1.6476269970297948e-30,1.3765036218557442e-29,3,4.1999644357353,0.036269469421518874,6,20260605
2,0.003,0.004324218171749033,4.930395256607534e-32,7.497697908108621e-31,1.1401818920281996e-29,3,4.194254960642142,0.036269469421518874,6,20260605
2,0.001,0.0014438869801789034,5.898382006206397e-32,1.552266539140008e-30,4.0850718146066834e-29,3,4.192647648456595,0.036269469421518874,6,20260605
2,0.1,0.09312858188122536,6.873452834968207e-32,2.252337471050114e-31,7.380605068951328e-31,3,1.5645311306542926,0.018074626327854393,7,20260605
2,0.03,0.029477554123525825,7.028431093506782e-32,4.093668476591368e-31,2.3843331994418905e-30,3,1.5404326858936115,0.018074626327854393,7,20260605
2,0.01,0.00997796251632732,7.727884434034538e-32,7.736413690229074e-31,7.744952360152794e-30,3,1.5396010655645593,0.018074626327854393,7,20260605
2,0.003,0.003009519064948385,3.77492179102034e-32,6.881124393768673e-31,1.2543272561342228e-29,3,1.5398480563217518,0.018074626327854393,7,20260605
2,0.001,0.0010047141334064665,5.530557558748395e-32,1.7448080681092617e-30,5.504608101806165e-29,3,1.5399672560950892,0.018074626327854393,7,20260605
2,0.1,0.12471928755294369,3.542907277366465e-31,1.0032125945578841e-30,2.8407051923404316e-30,3,14.369396685269505,0.1080921631467946,8,20260605
2,0.03,0.039565581472041436,3.841697232108848e-30,1.931365006509943e-29,9.709694864015937e-29,3,17.79735199481659,0.1080921631467946,8,20260605
2,0.01,0.013393574479016391,5.368832506236559e-31,4.639077274769846e-30,4.0085135709275123e-29,3,19.20144317901606,0.1080921631467946,8,20260605
2,0.003,0.00403961157513387,7.580068791003472e-31,1.1926234460887212e-29,1.8764350606536409e-28,3,19.763631204819955,0.1080921631467946,8,20260605
2,0.001,0.0013485888377835942,3.2902619175153597e-31,8.959642692267312e-30,2.439781366515613e-28,3,19.932224035224586,0.1080921631467946,8,20260605
2,0.1,0.12175056806395035,5.565962184833988e-32,1.595161845677152e-31,4.571610854341498e-31,3,2.04770435352124,0.5280387790884191,9,20260605
2,0.03,0.03934906434766434,3.000532151275695e-32,1.512624323273804e-31,7.625421851876382e-31,3,2.04678754320348,0.5280387790884191,9,20260605
2,0.01,0.013385429905128667,8.087932745911074e-32,6.990711333005792e-31,6.042340666856101e-30,3,2.046594046898059,0.5280387790884191,9,20260605
2,0.003,0.004043885645332216,7.722154990793549e-32,1.2143365896217272e-30,1.909587873659853e-29,3,2.046532390333797,0.5280387790884191,9,20260605
2,0.001,0.0013506531088730545,3.227009347344507e-32,8.780683274009849e-31,2.3892214263935092e-29,3,2.046515324548296,0.5280387790884191,9,20260605
2,0.1,0.11300586583922427,3.5887147221948176e-32,1.0675505355235952e-31,3.175688886186275e-31,3,2.577625281578267,0.026683420662063417,10,20260605
2,0.03,0.03677996580128327,1.0801869969312745e-31,5.632397337037216e-31,2.93688961748188e-30,3,2.5821688111539736,0.026683420662063417,10,20260605
2,0.01,0.012534681327281715,6.358553470103013e-32,5.679389825338096e-31,5.0727683489357095e-30,3,2.583607205238384,0.026683420662063417,10,20260605
2,0.003,0.003789262973467962,6.58667174302596e-32,1.0700119972741017e-30,1.738246141570319e-29,3,2.584122308568165,0.026683420662063417,10,20260605
2,0.001,0.0012658365753640296,1.1373992968123446e-31,3.196863810920588e-30,8.98535655351285e-29,3,2.5842705188719233,0.026683420662063417,10,20260605
2,0.1,0.11121607511778586,2.8014398954555884e-32,8.400352816896127e-32,2.5189163459406937e-31,3,1.332620210763509,0.32680350990903495,11,20260605
2,0.03,0.036370868314824056,2.773390750498056e-32,1.4542337784360662e-31,7.625308052839849e-31,3,1.327877785127553,0.32680350990903495,11,20260605
2,0.01,0.012410320623902422,7.707447412368141e-32,6.918613490627343e-31,6.210514333951621e-30,3,1.3270571564409643,0.32680350990903495,11,20260605
2,0.003,0.0037532105170797058,2.8111032252636844e-32,4.588548549223504e-31,7.489862911955562e-30,3,1.3268224625247138,0.32680350990903495,11,20260605
2,0.001,0.0012539385408238699,1.9796310000766333e-32,5.590441671159904e-31,1.5787304844908624e-29,3,1.3267603467791964,0.32680350990903495,11,20260605
2,0.1,0.123980783757004,3.596755160638718e-32,1.0214889821750466e-31,2.9010585766969936e-31,3,1.326526567807056,0.053913457857041824,12,20260605
2,0.03,0.040549260130799444,2.4678986677999564e-32,1.2255636075646906e-31,6.086174346558419e-31,3,1.3115098701575154,0.053913457857041824,12,20260605
2,0.01,0.013847521334894284,2.818596424212317e-32,2.395228084207559e-31,2.0354519455476507e-30,3,1.3159066388834921,0.053913457857041824,12,20260605
