n,k,a,eta,defect,ratio_sqrt,ratio_linear,rank,eig_cond,trial,seed
3,2,0.003,0.0027034882341002713,0.0022823398757971626,0.043895305522639476,0.8442203842461818,2,2.030113012214924,73,20260602
3,2,0.003,0.004406418205376267,0.0005751248018870139,0.008664015892013491,0.13051979523534663,2,1.9582837954264403,74,20260602
3,2,0.003,0.0021794090621206287,0.0015079036487986644,0.032300125958007735,0.6918864728090238,2,1.9318490164407789,75,20260602
3,2,0.003,0.0027853216316583605,0.0004796199945015869,0.00908781764063084,0.17219555151195398,2,2.1831066761344085,76,20260602
3,2,0.003,0.00544516554513794,0.0004543741383715742,0.006157551612095621,0.08344542229341234,2,2.026007347243074,77,20260602
3,2,0.003,0.0033877027353943086,0.0009468912260200144,0.016268497501831677,0.27950835713151845,2,2.0703322650105194,78,20260602
3,2,0.003,0.003944976878601249,0.000432731567391147,0.006889637098327386,0.1096917879895353,2,2.0440988776182225,79,20260602
3,2,0.003,0.003708841972314767,0.0012397196909522189,0.020356557428544635,0.33426058597435565,2,1.937781336775842,80,20260602
3,2,0.003,0.003752315221631694,0.0015312310221080405,0.024997182538199634,0.40807632932346893,2,1.9548171129053316,81,20260602
3,2,0.003,0.004276636191520214,0.0006427238597898698,0.009828183783649469,0.15028724235750365,2,2.1700380062508886,82,20260602
3,2,0.003,0.003960474924962587,0.0013523590142070292,0.021489106893061636,0.34146384962147047,2,1.9319090560332288,83,20260602
3,2,0.003,0.002752815349580294,0.0010302823931061017,0.019636665284583483,0.37426498412368375,2,2.2946229293987797,84,20260602
3,2,0.003,0.00526310298139095,0.0002834436332967186,0.003907021241907559,0.05385485222290087,2,2.855337681604392,85,20260602
3,2,0.003,0.002284336705740521,0.0010798769309056868,0.022594056187663834,0.4727310681441857,2,1.9378452523894543,86,20260602
3,2,0.003,0.005645872446381752,0.0015938606916368597,0.021212156809121915,0.2823054730289401,2,2.1055461052590956,87,20260602
3,2,0.003,0.004331972663062063,0.0004303864238701547,0.006539065834334437,0.09935114031073669,2,1.986632133523431,88,20260602
3,2,0.003,0.004029413459422492,0.0011409725918695144,0.01797439559049804,0.2831609621001867,2,2.069307541358844,89,20260602
3,2,0.003,0.004524803402568881,0.0010742905352959212,0.015970624266278155,0.23742258827997054,2,2.1996794995772704,90,20260602
3,2,0.003,0.004352977091752426,0.0009914387398779491,0.015027014099215199,0.22776107454285147,2,2.388149208655807,91,20260602
3,2,0.003,0.00429691404943462,0.001216656051354273,0.018560492125665497,0.283146471480936,2,2.719322597815626,92,20260602
3,2,0.003,0.004329932902353797,0.0013540773988511545,0.020577987829204634,0.31272479952635385,2,1.9453452273169756,93,20260602
3,2,0.003,0.0033922224752599567,0.0006947890089122517,0.011929185060568396,0.2048182316989713,2,2.352222820694966,94,20260602
3,2,0.003,0.0014012136100567093,0.0006586406392771139,0.01759528681153577,0.47005012979459837,2,1.9752373139643888,95,20260602
3,2,0.003,0.004461290922363527,0.0009257461801513285,0.013859949771427064,0.20750634653991173,2,2.0767207310605484,96,20260602
3,2,0.003,0.0024126934578683366,0.0007074626064084411,0.014402981951276568,0.29322523510031756,2,1.9537620190119567,97,20260602
3,2,0.003,0.004456493953801627,0.000623207454272074,0.009335465504624902,0.13984254455017153,2,2.4561686226381334,98,20260602
3,2,0.003,0.0031922672183386986,0.0009285945928013982,0.016435258203320112,0.29088874122657316,2,1.936624393293607,99,20260602
3,2,0.003,0.0028458914693037336,0.001372151600773801,0.02572130088042832,0.48215176705579255,2,2.1092217331305703,100,20260602
3,2,0.003,0.004518651430947553,0.0007951034815399727,0.011828215667689306,0.17596034872139737,2,2.0180408751509575,101,20260602
3,2,0.003,0.005157654196992259,0.0013435890384452774,0.018708559161170982,0.2605039010232221,2,2.09541576305547,102,20260602
3,2,0.003,0.00435461828068118,0.0010888263591462667,0.016499986175982286,0.2500394498357603,2,2.3897328810418044,103,20260602
